  -0.0444553	  0.00288619	  -0.0346623
  -0.0444436	  0.00288619	    -0.03466
  -0.0444506	  0.00288385	   -0.034667
  -0.0444529	  0.00289087	    -0.03466
  -0.0444553	  0.00289087	    -0.03466
  -0.0444553	  0.00288619	   -0.034667
  -0.0444459	  0.00288385	    -0.03466
  -0.0444506	  0.00287917	  -0.0346623
  -0.0444553	  0.00288151	   -0.034667
  -0.0444482	  0.00289321	  -0.0346647
  -0.0444482	  0.00288853	   -0.034667
  -0.0444506	  0.00288853	  -0.0346623
  -0.0444506	  0.00289321	  -0.0346553
  -0.0444576	  0.00288619	  -0.0346693
  -0.0444529	  0.00289087	  -0.0346576
  -0.0444506	  0.00289087	  -0.0346553
  -0.0444623	  0.00288853	  -0.0346693
  -0.0444529	  0.00288619	  -0.0346693
  -0.0444482	  0.00289321	  -0.0346647
  -0.0444506	  0.00288619	  -0.0346647
  -0.0444529	  0.00287917	  -0.0346647
  -0.0444506	  0.00289321	  -0.0346623
  -0.0444529	  0.00288385	    -0.03466
  -0.0444529	  0.00288385	  -0.0346576
  -0.0444482	  0.00289087	  -0.0346576
  -0.0444529	  0.00288151	  -0.0346647
  -0.0444482	  0.00288619	  -0.0346647
  -0.0444529	  0.00288619	   -0.034667
  -0.0444459	  0.00288619	  -0.0346693
  -0.0444412	  0.00289087	   -0.034667
  -0.0444506	  0.00288853	    -0.03466
  -0.0444506	  0.00288619	  -0.0346623
  -0.0444506	  0.00288151	  -0.0346647
  -0.0444389	  0.00289087	   -0.034653
  -0.0444482	  0.00289321	  -0.0346623
  -0.0444553	  0.00289087	  -0.0346647
  -0.0444436	  0.00288853	  -0.0346576
  -0.0444506	  0.00288151	   -0.034667
  -0.0444529	  0.00288853	  -0.0346576
  -0.0444576	  0.00288619	  -0.0346647
  -0.0444459	  0.00288853	    -0.03466
  -0.0444506	  0.00288619	  -0.0346623
  -0.0444529	  0.00288385	    -0.03466
  -0.0444436	  0.00289087	  -0.0346553
  -0.0444599	  0.00288151	   -0.034674
  -0.0444459	  0.00289087	  -0.0346576
  -0.0444529	  0.00289087	  -0.0346717
  -0.0444553	  0.00288853	   -0.034674
  -0.0444459	  0.00288619	    -0.03466
  -0.0444529	  0.00288385	  -0.0346647
  -0.0444506	  0.00288853	  -0.0346576
  -0.0444529	  0.00288619	  -0.0346693
  -0.0444459	  0.00288853	    -0.03466
  -0.0444553	  0.00288385	  -0.0346623
  -0.0444599	  0.00288151	  -0.0346576
  -0.0444553	  0.00288151	    -0.03466
  -0.0444482	  0.00289554	  -0.0346623
  -0.0444506	  0.00289321	    -0.03466
  -0.0444529	  0.00288385	   -0.034667
  -0.0444389	  0.00289321	   -0.034653
  -0.0444529	  0.00288853	    -0.03466
  -0.0444506	  0.00288853	  -0.0346623
  -0.0444412	  0.00288853	  -0.0346623
  -0.0444529	  0.00288619	  -0.0346647
  -0.0444482	  0.00288853	  -0.0346576
  -0.0444553	  0.00288853	   -0.034667
  -0.0444599	  0.00288853	  -0.0346647
  -0.0444459	  0.00288619	   -0.034653
  -0.0444506	  0.00288151	   -0.034667
  -0.0444459	  0.00288385	   -0.034667
  -0.0444482	  0.00288619	    -0.03466
  -0.0444506	  0.00288853	  -0.0346576
  -0.0444436	  0.00288853	    -0.03466
  -0.0444529	  0.00288619	  -0.0346717
  -0.0444389	  0.00289321	  -0.0346576
  -0.0444459	  0.00288619	    -0.03466
  -0.0444529	  0.00288619	  -0.0346623
  -0.0444482	  0.00288619	  -0.0346506
  -0.0444599	  0.00288151	   -0.034667
  -0.0444482	  0.00289554	  -0.0346576
  -0.0444459	  0.00288853	    -0.03466
  -0.0444482	  0.00289087	  -0.0346576
  -0.0444459	  0.00288853	  -0.0346506
  -0.0444529	  0.00288619	  -0.0346623
  -0.0444506	  0.00289087	    -0.03466
  -0.0444482	  0.00288385	    -0.03466
  -0.0444553	  0.00289087	  -0.0346576
  -0.0444576	  0.00288385	  -0.0346647
  -0.0444506	  0.00288853	    -0.03466
  -0.0444459	  0.00288619	  -0.0346553
  -0.0444482	  0.00288385	   -0.034667
  -0.0444529	  0.00288619	  -0.0346576
  -0.0444553	  0.00288385	    -0.03466
  -0.0444529	  0.00288853	   -0.034667
  -0.0444482	  0.00288619	  -0.0346553
  -0.0444506	  0.00287917	  -0.0346647
  -0.0444459	  0.00288619	  -0.0346647
  -0.0444412	  0.00288619	   -0.034653
  -0.0444646	  0.00287917	  -0.0346693
  -0.0444482	  0.00289087	  -0.0346553
  -0.0444506	  0.00288151	   -0.034653
  -0.0444576	  0.00288385	  -0.0346693
  -0.0444459	  0.00289554	  -0.0346553
  -0.0444576	  0.00287917	  -0.0346647
  -0.0444482	  0.00288853	  -0.0346647
  -0.0444482	  0.00288853	   -0.034653
  -0.0444482	  0.00288385	  -0.0346647
  -0.0444506	  0.00288619	    -0.03466
  -0.0444436	  0.00288385	  -0.0346506
  -0.0444506	  0.00288619	    -0.03466
  -0.0444576	  0.00288151	  -0.0346623
  -0.0444482	  0.00288385	    -0.03466
  -0.0444529	  0.00288619	    -0.03466
  -0.0444482	  0.00288385	    -0.03466
  -0.0444529	  0.00288619	  -0.0346623
  -0.0444506	  0.00288619	  -0.0346576
  -0.0444553	  0.00288385	  -0.0346647
  -0.0444529	  0.00289087	  -0.0346576
  -0.0444482	  0.00288853	  -0.0346553
  -0.0444529	  0.00288385	   -0.034667
  -0.0444506	  0.00288853	  -0.0346576
  -0.0444553	  0.00289554	    -0.03466
  -0.0444482	  0.00289087	  -0.0346576
  -0.0444576	  0.00288151	    -0.03466
  -0.0444529	  0.00288619	    -0.03466
  -0.0444506	  0.00289087	    -0.03466
  -0.0444599	  0.00289087	  -0.0346647
  -0.0444506	  0.00289321	    -0.03466
  -0.0444482	  0.00288853	    -0.03466
  -0.0444553	  0.00288619	  -0.0346623
  -0.0444576	  0.00288385	  -0.0346623
  -0.0444506	  0.00288385	  -0.0346623
  -0.0444459	  0.00289321	  -0.0346623
  -0.0444482	  0.00289087	  -0.0346623
  -0.0444482	  0.00288151	   -0.034667
  -0.0444506	  0.00288385	  -0.0346623
  -0.0444553	  0.00288151	  -0.0346553
  -0.0444482	  0.00288151	    -0.03466
  -0.0444436	  0.00288619	  -0.0346576
  -0.0444529	  0.00288853	  -0.0346576
  -0.0444553	  0.00288385	    -0.03466
  -0.0444553	  0.00289087	    -0.03466
  -0.0444529	  0.00289087	  -0.0346506
  -0.0444529	  0.00288151	    -0.03466
  -0.0444576	  0.00288853	   -0.034667
  -0.0444553	  0.00288853	    -0.03466
  -0.0444529	  0.00288853	  -0.0346553
  -0.0444506	  0.00288619	  -0.0346553
  -0.0444482	  0.00288385	  -0.0346623
  -0.0444506	  0.00289554	    -0.03466
  -0.0444529	  0.00288619	    -0.03466
  -0.0444553	  0.00288385	  -0.0346647
  -0.0444553	  0.00288619	    -0.03466
  -0.0444529	  0.00288385	    -0.03466
  -0.0444529	  0.00288385	   -0.034667
  -0.0444506	  0.00288385	  -0.0346623
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444459	  0.00288151	  -0.0346623
  -0.0444482	  0.00288853	  -0.0346576
  -0.0444623	  0.00288385	  -0.0346647
  -0.0444506	  0.00288619	    -0.03466
  -0.0444459	  0.00288853	  -0.0346576
  -0.0444553	  0.00287216	   -0.034667
  -0.0444553	  0.00288619	  -0.0346576
  -0.0444529	  0.00288151	  -0.0346576
  -0.0444529	  0.00288385	  -0.0346553
  -0.0444553	  0.00289788	    -0.03466
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444482	  0.00288619	  -0.0346553
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444576	  0.00288853	  -0.0346576
  -0.0444482	  0.00288619	  -0.0346553
  -0.0444553	  0.00288385	    -0.03466
  -0.0444553	  0.00289087	  -0.0346576
  -0.0444529	  0.00288853	    -0.03466
  -0.0444553	  0.00288385	  -0.0346623
  -0.0444506	  0.00288853	  -0.0346623
  -0.0444529	  0.00288151	  -0.0346623
  -0.0444576	  0.00288151	   -0.034667
  -0.0444482	  0.00288853	  -0.0346623
  -0.0444529	  0.00289087	  -0.0346553
  -0.0444599	  0.00288853	  -0.0346647
  -0.0444553	  0.00288385	    -0.03466
  -0.0444599	  0.00287917	    -0.03466
  -0.0444576	  0.00288151	  -0.0346623
  -0.0444576	  0.00288619	  -0.0346553
  -0.0444553	  0.00288619	    -0.03466
  -0.0444506	  0.00288619	  -0.0346576
  -0.0444576	  0.00288151	    -0.03466
  -0.0444529	  0.00288619	    -0.03466
  -0.0444529	  0.00288385	  -0.0346576
  -0.0444482	  0.00288853	  -0.0346623
  -0.0444529	  0.00289087	  -0.0346576
  -0.0444553	  0.00288385	    -0.03466
  -0.0444459	  0.00288619	  -0.0346717
  -0.0444576	  0.00288619	  -0.0346576
  -0.0444553	  0.00289087	  -0.0346553
  -0.0444529	  0.00288619	   -0.034667
  -0.0444506	  0.00288385	  -0.0346576
  -0.0444459	  0.00289087	  -0.0346553
  -0.0444553	  0.00288619	    -0.03466
  -0.0444553	  0.00288619	    -0.03466
  -0.0444553	  0.00288385	  -0.0346576
  -0.0444529	  0.00288151	  -0.0346576
  -0.0444529	  0.00288385	    -0.03466
  -0.0444553	  0.00288619	  -0.0346576
  -0.0444436	  0.00288853	    -0.03466
  -0.0444506	  0.00287917	  -0.0346623
  -0.0444553	  0.00287917	  -0.0346623
  -0.0444506	  0.00288385	  -0.0346576
  -0.0444553	  0.00288151	  -0.0346623
  -0.0444506	  0.00288385	  -0.0346647
  -0.0444553	  0.00287683	    -0.03466
  -0.0444506	  0.00288385	    -0.03466
  -0.0444482	  0.00288853	   -0.034653
  -0.0444553	  0.00289321	  -0.0346553
  -0.0444482	  0.00288151	  -0.0346623
  -0.0444459	  0.00287683	  -0.0346576
  -0.0444506	  0.00289087	  -0.0346623
  -0.0444599	  0.00287683	  -0.0346717
  -0.0444482	  0.00288619	    -0.03466
  -0.0444412	  0.00288619	   -0.034653
  -0.0444553	  0.00287683	    -0.03466
  -0.0444553	  0.00288619	    -0.03466
  -0.0444529	  0.00288151	    -0.03466
  -0.0444529	  0.00288151	    -0.03466
  -0.0444506	  0.00288151	  -0.0346576
  -0.0444553	  0.00288385	   -0.034667
  -0.0444506	  0.00288853	  -0.0346623
  -0.0444482	  0.00288385	  -0.0346576
  -0.0444529	  0.00288385	  -0.0346647
  -0.0444506	  0.00288385	  -0.0346623
  -0.0444576	  0.00288385	  -0.0346647
  -0.0444576	  0.00288385	  -0.0346623
  -0.0444506	  0.00288385	  -0.0346576
  -0.0444529	  0.00288151	  -0.0346623
  -0.0444506	  0.00288619	  -0.0346623
  -0.0444576	  0.00288619	  -0.0346623
  -0.0444506	  0.00288619	  -0.0346623
  -0.0444459	  0.00289321	  -0.0346623
  -0.0444459	  0.00288619	    -0.03466
  -0.0444506	  0.00289087	   -0.034653
  -0.0444576	  0.00288619	  -0.0346623
  -0.0444529	  0.00288619	    -0.03466
  -0.0444576	  0.00288853	  -0.0346623
  -0.0444482	  0.00288619	  -0.0346623
  -0.0444553	  0.00288853	  -0.0346576
  -0.0444693	  0.00288619	    -0.03466
  -0.0444529	  0.00289087	   -0.034653
  -0.0444506	  0.00288853	    -0.03466
  -0.0444553	  0.00289087	  -0.0346623
  -0.0444506	  0.00289321	  -0.0346623
  -0.0444482	  0.00288853	  -0.0346647
  -0.0444576	  0.00288151	    -0.03466
  -0.0444506	  0.00288619	  -0.0346647
  -0.0444459	  0.00288853	    -0.03466
  -0.0444506	  0.00288853	  -0.0346576
  -0.0444506	  0.00288853	  -0.0346623
  -0.0444553	  0.00288151	    -0.03466
  -0.0444506	  0.00288385	    -0.03466
  -0.0444506	  0.00288619	  -0.0346576
  -0.0444482	  0.00288385	  -0.0346623
  -0.0444529	  0.00289087	    -0.03466
  -0.0444506	  0.00289087	  -0.0346553
  -0.0444529	  0.00288619	  -0.0346647
  -0.0444529	  0.00288853	  -0.0346623
  -0.0444482	  0.00289087	    -0.03466
  -0.0444553	  0.00289087	  -0.0346553
  -0.0444529	  0.00289087	  -0.0346576
  -0.0444553	  0.00288853	   -0.034667
  -0.0444529	  0.00288619	  -0.0346576
  -0.0444482	  0.00288385	    -0.03466
  -0.0444529	  0.00288385	  -0.0346623
  -0.0444506	  0.00288853	    -0.03466
  -0.0444482	  0.00289554	  -0.0346576
  -0.0444553	  0.00288619	  -0.0346623
  -0.0444482	  0.00288853	  -0.0346553
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444482	  0.00288619	   -0.034667
  -0.0444482	  0.00288853	  -0.0346553
  -0.0444576	  0.00289321	  -0.0346623
  -0.0444459	  0.00289554	    -0.03466
  -0.0444529	  0.00288151	  -0.0346623
  -0.0444459	  0.00289321	   -0.034653
  -0.0444506	  0.00288853	   -0.034653
  -0.0444623	  0.00288151	    -0.03466
  -0.0444482	  0.00288619	   -0.034653
  -0.0444459	  0.00288853	  -0.0346623
  -0.0444506	  0.00289087	  -0.0346553
  -0.0444482	  0.00288151	    -0.03466
  -0.0444482	  0.00287917	  -0.0346647
  -0.0444553	  0.00289087	    -0.03466
  -0.0444506	  0.00289087	    -0.03466
  -0.0444553	  0.00288619	  -0.0346553
  -0.0444576	  0.00289087	  -0.0346623
  -0.0444506	  0.00289087	    -0.03466
  -0.0444529	  0.00289321	    -0.03466
  -0.0444553	  0.00289087	  -0.0346647
  -0.0444482	  0.00288853	  -0.0346576
  -0.0444506	  0.00288619	  -0.0346623
  -0.0444482	  0.00288619	  -0.0346576
  -0.0444482	  0.00288619	    -0.03466
  -0.0444482	  0.00288151	  -0.0346647
  -0.0444506	  0.00289087	  -0.0346553
  -0.0444482	  0.00289087	  -0.0346506
  -0.0444506	  0.00288151	    -0.03466
  -0.0444576	  0.00289321	  -0.0346623
  -0.0444459	  0.00289087	  -0.0346553
  -0.0444506	  0.00287683	  -0.0346623
  -0.0444506	  0.00288619	  -0.0346553
  -0.0444506	  0.00289321	   -0.034653
  -0.0444576	  0.00289554	  -0.0346553
  -0.0444482	  0.00289321	  -0.0346576
  -0.0444506	  0.00289087	  -0.0346623
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444482	  0.00289321	  -0.0346576
  -0.0444599	  0.00288853	  -0.0346623
  -0.0444506	  0.00288385	  -0.0346647
  -0.0444436	  0.00289321	  -0.0346553
  -0.0444506	  0.00289087	  -0.0346553
  -0.0444482	  0.00288853	  -0.0346576
  -0.0444506	  0.00288385	  -0.0346623
  -0.0444459	  0.00288853	  -0.0346623
  -0.0444529	  0.00288853	    -0.03466
  -0.0444506	  0.00288853	   -0.034653
  -0.0444576	  0.00288619	  -0.0346623
  -0.0444576	  0.00288853	  -0.0346576
  -0.0444506	  0.00289321	  -0.0346576
  -0.0444599	  0.00288619	   -0.034667
  -0.0444506	  0.00288853	  -0.0346553
  -0.0444529	  0.00288853	  -0.0346576
  -0.0444529	  0.00288619	  -0.0346576
  -0.0444506	  0.00289321	   -0.034653
  -0.0444459	  0.00288853	  -0.0346576
  -0.0444482	  0.00287917	   -0.034667
  -0.0444482	  0.00288619	  -0.0346576
  -0.0444459	  0.00289321	  -0.0346576
  -0.0444529	  0.00288385	  -0.0346693
  -0.0444529	  0.00288853	    -0.03466
  -0.0444529	  0.00289321	  -0.0346506
  -0.0444576	  0.00288151	  -0.0346647
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444506	  0.00289321	    -0.03466
  -0.0444553	  0.00288853	    -0.03466
  -0.0444529	  0.00289087	  -0.0346553
  -0.0444506	  0.00288853	   -0.034667
  -0.0444529	  0.00289087	  -0.0346576
  -0.0444482	  0.00288385	  -0.0346576
  -0.0444506	  0.00288619	  -0.0346623
  -0.0444506	  0.00288151	  -0.0346576
  -0.0444529	  0.00288151	  -0.0346623
  -0.0444529	  0.00288853	  -0.0346623
  -0.0444459	  0.00288619	    -0.03466
  -0.0444482	  0.00289554	  -0.0346553
  -0.0444529	  0.00288853	  -0.0346623
  -0.0444459	  0.00288853	  -0.0346576
  -0.0444482	  0.00288853	    -0.03466
  -0.0444506	  0.00289087	   -0.034667
  -0.0444529	  0.00289087	  -0.0346623
  -0.0444553	  0.00288385	    -0.03466
  -0.0444482	  0.00289321	    -0.03466
  -0.0444529	  0.00288151	  -0.0346647
  -0.0444529	  0.00288853	  -0.0346576
  -0.0444553	  0.00289788	  -0.0346623
  -0.0444576	  0.00288853	  -0.0346647
  -0.0444482	  0.00289321	   -0.034653
  -0.0444506	  0.00288853	    -0.03466
  -0.0444553	  0.00288619	  -0.0346647
  -0.0444506	  0.00288853	    -0.03466
  -0.0444459	  0.00288619	  -0.0346647
  -0.0444482	  0.00289087	  -0.0346647
  -0.0444506	  0.00288853	  -0.0346647
  -0.0444506	  0.00289321	  -0.0346693
  -0.0444506	  0.00289321	  -0.0346647
  -0.0444459	  0.00289087	  -0.0346623
  -0.0444482	  0.00289788	  -0.0346576
  -0.0444482	  0.00288619	  -0.0346647
  -0.0444436	  0.00289321	  -0.0346647
  -0.0444459	  0.00289321	  -0.0346647
  -0.0444436	  0.00289788	  -0.0346647
  -0.0444482	  0.00289788	  -0.0346623
  -0.0444482	  0.00288853	   -0.034667
  -0.0444529	  0.00289321	  -0.0346647
  -0.0444553	  0.00288853	    -0.03466
  -0.0444436	  0.00289087	  -0.0346553
  -0.0444599	  0.00288619	  -0.0346623
  -0.0444506	  0.00289788	  -0.0346576
  -0.0444459	  0.00289554	  -0.0346623
  -0.0444506	  0.00288853	  -0.0346647
  -0.0444459	  0.00289554	    -0.03466
  -0.0444529	  0.00288385	  -0.0346647
  -0.0444482	  0.00288853	  -0.0346553
  -0.0444506	  0.00289087	  -0.0346647
  -0.0444506	  0.00289087	  -0.0346623
  -0.0444529	  0.00289554	    -0.03466
  -0.0444506	  0.00289321	  -0.0346623
  -0.0444482	  0.00288385	  -0.0346623
  -0.0444482	  0.00288619	  -0.0346647
  -0.0444482	  0.00289554	  -0.0346553
  -0.0444553	  0.00288853	   -0.034667
  -0.0444529	  0.00289087	  -0.0346623
  -0.0444506	  0.00289087	  -0.0346576
  -0.0444506	  0.00288619	    -0.03466
  -0.0444529	  0.00288853	  -0.0346553
  -0.0444529	  0.00289087	  -0.0346623
  -0.0444506	  0.00289321	   -0.034653
  -0.0444482	  0.00289321	    -0.03466
  -0.0444482	  0.00288853	  -0.0346623
  -0.0444436	  0.00289087	  -0.0346576
  -0.0444553	  0.00289554	  -0.0346647
  -0.0444482	  0.00288853	  -0.0346553
  -0.0444412	  0.00288385	  -0.0346576
  -0.0444506	  0.00288619	  -0.0346576
  -0.0444529	  0.00288619	    -0.03466
  -0.0444482	  0.00288853	  -0.0346623
  -0.0444459	  0.00289321	  -0.0346553
  -0.0444482	  0.00289087	  -0.0346623
  -0.0444482	  0.00289087	    -0.03466
  -0.0444506	  0.00288619	  -0.0346623
  -0.0444482	  0.00288619	  -0.0346623
  -0.0444482	  0.00288853	  -0.0346576
  -0.0444506	  0.00288385	  -0.0346576
  -0.0444506	  0.00288853	    -0.03466
  -0.0444482	  0.00288853	  -0.0346623
  -0.0444482	  0.00288853	  -0.0346576
  -0.0444459	  0.00289554	    -0.03466
  -0.0444529	  0.00288151	    -0.03466
  -0.0444459	  0.00289321	    -0.03466
  -0.0444482	  0.00290022	  -0.0346553
  -0.0444599	  0.00288385	  -0.0346576
  -0.0444436	  0.00289321	  -0.0346647
  -0.0444553	  0.00289321	    -0.03466
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444412	  0.00289321	  -0.0346553
  -0.0444506	  0.00288853	  -0.0346647
  -0.0444389	  0.00289087	    -0.03466
  -0.0444459	  0.00289788	   -0.034653
  -0.0444506	  0.00289321	   -0.034667
  -0.0444412	  0.00288853	  -0.0346553
  -0.0444459	  0.00288853	    -0.03466
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444576	  0.00289087	  -0.0346553
  -0.0444506	  0.00288385	    -0.03466
  -0.0444459	  0.00289087	  -0.0346553
  -0.0444529	  0.00288853	    -0.03466
  -0.0444482	  0.00289087	    -0.03466
  -0.0444459	  0.00289788	  -0.0346576
  -0.0444529	  0.00288385	  -0.0346647
  -0.0444506	  0.00289554	  -0.0346576
  -0.0444529	  0.00289554	  -0.0346576
  -0.0444436	  0.00288853	   -0.034653
  -0.0444506	  0.00289554	  -0.0346576
  -0.0444553	  0.00288853	  -0.0346623
  -0.0444436	  0.00289554	  -0.0346576
  -0.0444553	  0.00289321	  -0.0346623
  -0.0444482	  0.00288619	    -0.03466
  -0.0444482	  0.00289321	  -0.0346647
  -0.0444506	  0.00289554	  -0.0346553
  -0.0444459	  0.00288853	  -0.0346576
  -0.0444529	  0.00289321	   -0.034667
  -0.0444436	  0.00289321	  -0.0346553
  -0.0444482	  0.00288619	    -0.03466
  -0.0444482	  0.00289788	  -0.0346553
  -0.0444553	  0.00289554	    -0.03466
  -0.0444553	  0.00288619	  -0.0346623
  -0.0444412	  0.00289321	  -0.0346576
  -0.0444482	  0.00289321	    -0.03466
  -0.0444529	  0.00289087	  -0.0346576
  -0.0444459	  0.00289087	    -0.03466
  -0.0444412	  0.00288853	  -0.0346576
  -0.0444436	  0.00288853	  -0.0346623
  -0.0444482	  0.00289321	  -0.0346623
  -0.0444482	  0.00289087	  -0.0346576
  -0.0444482	  0.00289321	    -0.03466
  -0.0444482	  0.00288385	  -0.0346576
  -0.0444459	  0.00288619	  -0.0346576
  -0.0444482	  0.00289554	  -0.0346576
  -0.0444459	  0.00289087	   -0.034653
  -0.0444459	  0.00288385	  -0.0346576
  -0.0444506	  0.00289087	   -0.034667
  -0.0444436	   0.0029049	  -0.0346553
  -0.0444529	  0.00288619	  -0.0346647
  -0.0444482	  0.00289087	  -0.0346647
  -0.0444529	  0.00289788	  -0.0346506
  -0.0444599	  0.00288151	    -0.03466
  -0.0444389	  0.00289554	    -0.03466
  -0.0444459	  0.00289554	  -0.0346647
  -0.0444482	  0.00288853	  -0.0346623
  -0.0444459	  0.00288619	  -0.0346576
  -0.0444529	  0.00288619	  -0.0346576
  -0.0444506	  0.00289788	  -0.0346553
  -0.0444506	  0.00289321	  -0.0346623
  -0.0444482	  0.00288853	    -0.03466
  -0.0444506	  0.00289087	  -0.0346576
  -0.0444482	  0.00289087	    -0.03466
  -0.0444482	  0.00288853	    -0.03466
